Symbol,Tick,Company
BLS,BLSIN IN Equity,BLS INTERNATIONAL LTD
BLUEBLENDS,BLB IN Equity,BLUE BLENDS (INDIA) LTD
BLUECHIP ,BLCI IN Equity,BLUE CHIP INDIA LTD
BOHRA,BOHRA IN Equity,BOHRA INDUSTRIES LTD
BBTC,BBTC IN Equity,BOMBAY BURMAH TRADING CORP
BOMDYEING,BD IN Equity,BOMBAY DYEING & MFG CO LTD
BSHSL,BSHSL IN Equity,BOMBAY SUPER HYBRID SEEDS LT
BCONCEPTS,BCONCEPT IN Equity,BRAND CONCEPTS LTD
BRIGHT,BRIGHT IN Equity,BRIGHT SOLAR LTD
BSLIMITED,BSTL IN Equity,BS LTD
BSELINFRA,BSEL IN Equity,BSEL INFRASTRUCTURE REALTY
BUTTERFLY ,BGAL IN Equity,BUTTERFLY GANDHIMATHI APPLIA
CADSYS ,CADSYS IN Equity,CADSYS INDIA LTD
CALSOFT,CFSC IN Equity,CALIFORNIA SOFTWARE CO LTD
CTE,CTECH IN Equity,CAMBRIDGE TECHNOLOGY ENTERPR
CAPLIPOINT,CLPL IN Equity,CAPLIN POINT LABORATORIES
CCL,CCLP IN Equity,CCL PRODUCTS INDIA LTD
CDSL,CDSL IN Equity,CENTRAL DEPOSITORY SERVICES
CENTURYPLY,CPBI IN Equity,CENTURY PLYBOARDS INDIA LTD
CENTURYTEX,CENT IN Equity,CENTURY TEXTILES & INDS LTD
CEREBRAINT,CIT IN Equity,CEREBRA INTEGRATED TECH LTD
CGPOWER,CGPOWER IN Equity,CG POWER AND INDUSTRIAL SOLU
CHAMBLFERT,CHMB IN Equity,CHAMBAL FERTILISERS & CHEM
CHENNPETRO,MRL IN Equity,CHENNAI PETROLEUM CORP LTD
CHOLAFIN,CHOLAHLD IN Equity,CHOLAMANDALAM FINANCIAL HOLD
CHOLAHLDNG,CIFC IN Equity,CHOLAMANDALAM INVESTMENT AND
CKPLEISURE,CKPLEISU IN Equity,CKP LEISURE LTD
CKPPRODUCT,CKP IN Equity,CKP PRODUCTS LTD
CLNINDIA,CLRC IN Equity,CLARIANT CHEMICALS (I) LTD
CMMIPL,CMMI IN Equity,CMM INFRAPROJECTS LTD
COLPAL,CLGT IN Equity,COLGATE PALMOLIVE (INDIA)
CEBBCO,CEBB IN Equity,COMMERCIAL ENGINEERS & BODY
CONFIPET,CONF IN Equity,CONFIDENCE PETROLEUM INDIA
CCCL,CCCL IN Equity,CONSOLIDATED CONSTRUCTION CO
CONSOFINVT,CDFH IN Equity,CONSOLIDATED FINVEST & HLDG
CONCOR,CCRI IN Equity,CONTAINER CORP OF INDIA LTD
CONTI,CONTI IN Equity,CONTINENTAL SEEDS AND CHEMIC
CORALFINAC,CIFH IN Equity,CORAL INDIA FINANCE & HOUSIN
CCHHL,CCHH IN Equity,COUNTRY CLUB HOSPITALITY & H
CKFSL,CKFSL IN Equity,COX & KINGS FINANCIAL SERVIC
COX&KINGS,COXK IN Equity,COX AND KINGS LTD
CREATIVE,CREATIVE IN Equity,CREATIVE PERIPHERALS AND DIS
CROMPTON,CROMPTON IN Equity,CROMPTON GREAVES CONSUMER EL
CROWN,CROWN IN Equity,CROWN LIFTERS LTD
CYBERMEDIA,CYBM IN Equity,CYBER MEDIA INDIA LTD
CYBERTECH ,CYBT IN Equity,CYBERTECH SYSTEMS & SOFTWARE
DPABHUSHAN,DPAL IN Equity,D P ABHUSHAN LTD
DBCORP,DBCL IN Equity,D.B. CORP LTD
DSKULKARNI,DSK IN Equity,D.S. KULKARNI DEVELOPERS
DALMIASUG,DCB IN Equity,DALMIA BHARAT SUGAR & INDUST
DANGEE,DANGEE IN Equity,DANGEE DUMS LTD
DATAMATICS,DATA IN Equity,DATAMATICS GLOBAL SERVICES
DBSTOCKBRO,DBISB IN Equity,DB INTL STOCK BROKERS LTD
DCMFINSERV,DCMFS IN Equity,DCM FINANCIAL SERVICES
DCM,DCM IN Equity,DCM LTD
DSML,DSML IN Equity,DEBOCK SALES & MKTG LTD
DEEPAKFERT,DFPC IN Equity,DEEPAK FERTILISERS & PETRO
DENSO INDI,SRFN IN Equity,DENSO INDIA LTD
DEVIT,DEVIT IN Equity,DEV INFORMATION TECHNOLOGY L
DHFL,DEWH IN Equity,DEWAN HOUSING FINANCE CORP
DRL,DHRL IN Equity,DHANUKA REALTY LTD
DHARSUGAR,DSC IN Equity,DHARANI SUGARS & CHEMICALS
DTIL,DTIL IN Equity,DHUNSERI TEA & INDUSTRIES LT
DNAMEDIA,DNAMEDIA IN Equity,DILIGENT MEDIA CORP LTD
DIXON,DIXON IN Equity,DIXON TECHNOLOGIES INDIA LTD
DLINKINDIA,DLINK IN Equity,D-LINK INDIA LTD
DOLPHINOFF,DOEI IN Equity,DOLPHIN OFFSHORE ENTERPRISES
DPWIRES,DPWIRES IN Equity,DP WIRES LTD
DQE,DQE IN Equity,DQ ENTERTAINMENT INTL LTD
LALPATHLAB,DLPL IN Equity,DR LAL PATHLABS LTD
DRREDDY,DRRD IN Equity,DR. REDDY'S LABORATORIES
DREDGECORP,DCIL IN Equity,DREDGING CORP OF INDIA LTD
DRSDILIP,DRSDILIP IN Equity,DRS DILIP ROADLINES LTD
DALALSTCOM,DLSC IN Equity,DSJ COMMUNICATIONS LTD
DUCON,DUCON IN Equity,DUCON INFRATECHNOLGIES LTD
DWARKESH,DSIL IN Equity,DWARIKESH SUGAR INDUS LTD
DSSL,DYCS IN Equity,DYNACONS SYSTEMS & SOLUTIONS
E2E,E2E IN Equity,E2E NETWORKS LTD
EDELWEISS,EDEL IN Equity,EDELWEISS FINANCIAL SERVICES
EIHAHOTELS,OAH IN Equity,EIH ASSOCIATED HOTELS
EIMCOELECO,EEI IN Equity,EIMCO ELECON INDIA LTD
ELECON,ELCN IN Equity,ELECON ENGINEERING CO LTD
ELECTHREM,ELT IN Equity,ELECTROTHERM INDIA LTD
EMBASSY,EMBASSY IN Equity,EMBASSY OFFICE PARKS REIT
EMKAY TAPS,EMKAY IN Equity,EMKAY GLOBAL FINANCIAL SERV
EMKAYTOOLS,EMKT IN Equity,EMKAY TAPS & CUTTING TOOLS L
ENERGYDEV,ENGY IN Equity,ENERGY DEVELOPMENT CO
ENTEGRA,EIL IN Equity,ENTEGRA LTD
ENIL,ENIL IN Equity,ENTERTAINMENT NETWORK INDIA
EQUITAS,EQUITAS IN Equity,EQUITAS HOLDINGS LTD/INDIA
EIFFL,EIFFL IN Equity,EURO INDIA FRESH FOODS LTD
EUROTEXIND,EIE IN Equity,EUROTEX INDS & EXPORTS LTD
EVEREADY,EVRIN IN Equity,EVEREADY INDUSTRIES INDIA
FARMAXIND,FARM IN Equity,FARMAX INDIA LTD
FEDDERELEC,FEDDERE IN Equity,FEDDERS ELECTRIC AND ENGINEE
FEDERALBNK,FB IN Equity,FEDERAL BANK LTD
FMGOETZE,FMGI IN Equity,FEDERAL-MOGUL GOETZE INDIA
FELIX,FELIX IN Equity,FELIX INDUSTRIES LTD
FACT,FCT IN Equity,FERTILISERS & CHEM TRAVANCR
FIRSTWIN,FWIL IN Equity,FIRST WINNER INDUSTRIES LTD
FIVECORE,FIVECORE IN Equity,FIVE CORE ELECTRONICS LTD
FLEXITUFF,FLEXI IN Equity,FLEXITUFF VENTURES INTERNATI
FOCUS,FOCUS IN Equity,FOCUS LIGHTING & FIXTURES LT
FOURTHDIM,FDSL IN Equity,FOURTH DIMENSION SOLUTIONS L
FLFL,FLFL IN Equity,FUTURE LIFESTYLE FASHIONS LT
FSC,FSCSL IN Equity,FUTURE SUPPLY CHAIN SOLUTION
GAIL,GAIL IN Equity,GAIL INDIA LTD
GAMMONIND,GMON IN Equity,GAMMON INDIA LTD
GAMMINFRA,GISP IN Equity,GAMMON INFRASTRUCTURE PROJEC
GANESHHOUC,GHFC IN Equity,GANESH HOUSING CORP LTD
GANGAFORGE,GANGAFOR IN Equity,GANGA FORGING LTD
GRSE,GRSE IN Equity,GARDEN REACH SHIPBUILDERS &
GEEKAYWIRE,GEEKAY IN Equity,GEEKAY WIRES LTD
GEMINI,GMCM IN Equity,GEMINI COMMUNICATIONS LTD
GICRE,GICRE IN Equity,GENERAL INS CORP OF INDIA
GENESYS,GENE IN Equity,GENESYS INTL CORP LTD
GENUSPAPER,GPBL IN Equity,GENUS PAPER & BOARD LTD
GENUSPOWER,GPIN IN Equity,GENUS POWER INFRASTRUCTURES
GEOJITFSL,GEOFSL IN Equity,GEOJIT FINANCIAL SERVICES LT
GEOMETRIC,GEO IN Equity,GEOMETRIC LTD
GILLANDERS,GILLA IN Equity,GILLANDERS ARBUTHNOT & CO
GIRRESORTS,GIR IN Equity,GIR NATURE VIEW RESORTS LTD
GIRIRAJ,GIRIRAJ IN Equity,GIRIRAJ CIVIL DEVELOPERS LTD
GITANJALI,GITG IN Equity,GITANJALI GEMS LTD
GSKCONS,SKB IN Equity,GLAXOSMITHKLINE CONSUMER HEA
GLAXO,GLXO IN Equity,GLAXOSMITHKLINE PHARMACEUTIC
GLOBAL,GLOBAL IN Equity,GLOBAL EDUCATION LTD
GICL,GICL IN Equity,GLOBE INTERNATIONAL CARRIERS
GLOBE,GLOBETX IN Equity,GLOBE TEXTILES INDIA LTD
GOCLCORP,GOCL IN Equity,GOCL CORP LTD
GODHA,GODHA IN Equity,GODHA CABON&INSULATION LTD
GOENKA,GDJ IN Equity,GOENKA DIAMOND & JEWELS LTD
GOKUL,GRSL IN Equity,GOKUL REFOILS & SOLVENT LTD
GOLDSTAR,GOLDSTAR IN Equity,GOLDSTAR POWER LTD
GPTINFRA,GPT IN Equity,GPT INFRAPROJETCS LTD
GRANDFONRY,GRF IN Equity,GRAND FOUNDRY LTD
GESHIP,GESCO IN Equity,GREAT EASTERN SHIPPING CO
GRETEX,GRETEX IN Equity,GRETEX INDUSTRIES LTD
GROBTEA,GROBTEA IN Equity,GROB TEA CO LTD/ THE
GUJALKALI,GALK IN Equity,GUJARAT ALKALIES & CHEMICALS
GUJAPOLLO,GAPI IN Equity,GUJARAT APOLLO INDUSTRIES LT
GIPCL,GIP IN Equity,GUJARAT INDS POWER CO LTD
GMDCLTD,GMDC IN Equity,GUJARAT MINERAL DEV CORP LTD
GNFC,GNFC IN Equity,GUJARAT NARMADA VALLEY FERT
GUJNRECOKE,GNC IN Equity,GUJARAT NRE COKE LTD
GUJRAFFIA,GRAF IN Equity,GUJARAT RAFFIA INDUSTRIES
GSFC,GSFC IN Equity,GUJARAT STATE FERT & CHEMICA
GULFOILLUB,GOLI IN Equity,GULF OIL LUBRICANTS INDIA LT
GVKPIL,GVKP IN Equity,GVK POWER & INFRASTRUCTURE
HANUNG,HTT IN Equity,HANUNG TOYS & TEXTILES LTD
HARRMALAYA,HRM IN Equity,HARRISONS MALAYALAM LTD
HATHWAY,HATH IN Equity,HATHWAY CABLE AND DATACOM
HDFCAMC,HDFCAMC IN Equity,HDFC ASSET MANAGEMENT CO LTD
HDFCLIFE,HDFCLIFE IN Equity,HDFC LIFE INSURANCE CO LTD
HCG,HCG IN Equity,HEALTHCARE GLOBAL ENTERPRISE
HECPROJECT,HECI IN Equity,HEC INFRA PROJECTS LTD
HGINFRA,HGINFRA IN Equity,HG INFRA ENGINEERING LTD
HFCL,HMFC IN Equity,HIMACHAL FUTURISTIC COMMUN
HSCL,HSCH IN Equity,HIMADRI SPECIALITY CHEMICAL
HINDCON,HINDCON IN Equity,HINDCON CHEMICALS LTD
HINDUJAFO,ENOR IN Equity,HINDUJA FOUNDRIES LTD
HCC,HCC IN Equity,HINDUSTAN CONSTRUCTION CO
HINDOILEXP,HOE IN Equity,HINDUSTAN OIL EXPLORATION CO
HINDPETRO,HPCL IN Equity,HINDUSTAN PETROLEUM CORP
HINDNATGLS,HNGI IN Equity,HINDUSTHAN NATL GLASS & INDU
HIRAFERRO,HFAL IN Equity,HIRA FERRO ALLOYS LTD
HITECHCORP,HTCORP IN Equity,HITECH CORP LTD
HITECHGEAR,HTG IN Equity,HI-TECH GEARS LTD/THE
HONDAPOWER,SHH IN Equity,HONDA SIEL POWER PRODUCTS
HONAUT,HWA IN Equity,HONEYWELL AUTOMATION INDIA
HOTELEELA,LELA IN Equity,HOTEL LEELAVENTURE LTD
HUDCO,HUDCO IN Equity,HOUSING & URBAN DEV CORP LTD
HDIL,HDIL IN Equity,HOUSING DEVELOPMENT & INFRAS
HDFC,HDFC IN Equity,HOUSING DEVELOPMENT FINANCE
HUSYSLTD,HUSCL IN Equity,HUSYS CONSULTING LTD
IGPL,IGPL IN Equity,I.G. PETROCHEMICALS LTD
ICDSLTD,ICDS IN Equity,ICDS LTD
ICEMAKE,ICEMAKE IN Equity,ICE MAKE REFRIGERATION LTD
ICICIGI,ICICIGI IN Equity,ICICI LOMBARD GENERAL INSURA
ICICIPRULI,IPRU IN Equity,ICICI PRUDENTIAL LIFE INSURA
ICSA,AURFI IN Equity,ICSA INDIA LTD
IVC,ILFS IN Equity,IL & FS INVESTMENT MANAGERS
ILFSENGG,IECC IN Equity,IL&FS ENGINEERING AND CONSTR
ILFSTRANS,ILFT IN Equity,IL&FS TRANSPORTATION NETWORK
INDSWFTLTD,INSW IN Equity,IND SWIFT LTD
INDBANK,IMBS IN Equity,INDBANK MERCHANT BANKING SER
INDIACEM,ICEM IN Equity,INDIA CEMENTS LTD
INDIGRID,INDIGRID IN Equity,INDIA GRID TRUST
IMPAL,IMPL IN Equity,INDIA MOTOR PARTS & ACCESSOR
ITDC,ITDC IN Equity,INDIA TOURISM DEVELOPMENT
IBULHSGFIN,IHFL IN Equity,INDIABULLS HOUSING FINANCE L
IBULISL,IBULISL IN Equity,INDIABULLS INTEGRATED SERVIC
INDIANCARD,ICC IN Equity,INDIAN CARD CLOTHING CO LTD
INDHOTEL,IH IN Equity,INDIAN HOTELS CO LTD
INDIANHUME,INHP IN Equity,INDIAN HUME PIPE CO LTD
IMFA,IMFA IN Equity,INDIAN METALS & FERRO ALLOY
IOC,IOCL IN Equity,INDIAN OIL CORP LTD
INDINFR,INDINFR IN Equity,INDINFRAVIT TRUST
INDORAMA,IRS IN Equity,INDO RAMA SYNTHETICS (I)
INDRAMEDCO,IPMC IN Equity,INDRAPRASTHA MEDICAL CORP LT
IITL,IIT IN Equity,INDUSTRIAL INVESTMENT TRUST
NAUKRI,INFOE IN Equity,INFO EDGE INDIA LTD
INFOBEAN,INBT IN Equity,INFOBEANS TECHNOLOGIES LTD
INFOMEDIA,INFL IN Equity,INFOMEDIA PRESS LTD
INGERRAND,INGR IN Equity,INGERSOLL-RAND INDIA LTD
INNOVANA,INNOVANA IN Equity,INNOVANA THINKLABS LTD
INNOVATIVE,INNOVAT IN Equity,INNOVATIVE TYRES & TUBES LTD
INSECTICID,INST IN Equity,INSECTICIDES INDIA LTD
INTEGRA,INTG IN Equity,INTEGRA GARMENTS AND TEXTILE
SUBCAPCITY,NSCC IN Equity,INTERNATIONAL CONSTRUCTIONS
INVENTURE,IGSL IN Equity,INVENTURE GROWTH & SECURITIE
THEINVEST,THEINVES IN Equity,INVESTMENT TRUST OF INDIA LT
IOLCP,ICP IN Equity,IOL CHEMICALS AND PHARMA LTD
IRB,IRB IN Equity,IRB INFRASTRUCTURE DEVELOPER
IRBINVIT,IRBINVIT IN Equity,IRB INVIT FUND
IRISDOREME,IRISDORE IN Equity,IRIS CLOTHINGS LTD
JBCHEPHARM,JBCP IN Equity,J.B. CHEMICALS & PHARMA LTD
JAGSNPHARM,JGPH IN Equity,JAGSONPAL PHARMACEUTICALS
JISLJALEQS,65033Q IN Equity,JAIN IRRIGATION SYSTEMS LTD.
JPPOWER,JPVL IN Equity,JAIPRAKASH POWER VENTURES LT
JAKHARIA,JAKHARIA IN Equity,JAKHARIA FABRIC PVT LTD
JALAN,JALTR IN Equity,JALAN TRANSOLUTIONS INDIA LT
J&KBANK,JKBK IN Equity,JAMMU & KASHMIR BANK LTD
JASH,JASH IN Equity,JASH ENGINEERING LTD
JAYAGROGN,JAO IN Equity,JAYANT AGRO-ORGANICS LTD
JAYSREETEA,JTI IN Equity,JAYSHREE TEA & INDUSTRIES
JETAIRWAYS,JETIN IN Equity,JET AIRWAYS INDIA LTD
JETFREIGHT,JETFRGHT IN Equity,JET FREIGHT LOGISTICS LTD
JETKNIT,JETKNIT IN Equity,JET KNITWEARS LTD
JHS,JHSL IN Equity,JHS SVENDGAARD LABORATORIES
JINDRILL,JDDL IN Equity,JINDAL DRILLING & INDUS LTD
JPOLYINVST,JPIF IN Equity,JINDAL POLY INVESTMENTS AND
JSLHISAR,JSHL IN Equity,JINDAL STAINLESS HISAR LTD
JMCPROJECT,JMCP IN Equity,JMC PROJECTS (INDIA) LTD
JCHAC,JCHAC IN Equity,JOHNSON CONTROLS HITACHI AIR
JMA,JMAD IN Equity,JULLUNDUR MOTOR AGENCY DELHI
JUPITER,JPO IN Equity,JUPITER BIOSCIENCE LTD
JYOTISTRUC,JYS IN Equity,JYOTI STRUCTURES LTD
KAWIRESIT,KAW IN Equity,KA WIRES LTD
KABRAEXTRU,KE IN Equity,KABRA EXTRUSIONS TECHNIK LTD
KAKATCEM,KCM IN Equity,KAKATIYA CEMENT SUGAR & IND
KALPATPOWR,KPP IN Equity,KALPATARU POWER TRANSMISSION
KICL,KALY IN Equity,KALYANI INVESTMENT CO LTD
KAMATHOTEL,KHI IN Equity,KAMAT HOTELS (INDIA)
KANORICHEM,KC IN Equity,KANORIA CHEMICALS & INDS
KAPSTON,KAPSTON IN Equity,KAPSTON FACILITIES MANAGEMEN
KTKBANK,KBL IN Equity,KARNATAKA BANK LTD
KAUSHALYA,KIDC IN Equity,KAUSHALYA INFRASTRUCTURE DEV
KSCL,KSCL IN Equity,KAVERI SEED CO LTD
KCPSUGIND,KCPS IN Equity,KCP SUGAR & INDUSTRIES CORP
KEERTI,KEERTI IN Equity,KEERTI KNOWLEDGE & SKILLS LT
KERNEX,KMSI IN Equity,KERNEX MICROSYSTEMS (I) LTD
KTIL,KTIL IN Equity,KESAR TERMINALS & INFRASTRUC
KEYFINSERV,KEYFINSE IN Equity,KEYNOTE FINANCIAL SERVICES L
KHAITANLTD,KIL IN Equity,KHAITAN INDIA LTD
KHFM,KHFM IN Equity,KHFM HOSPITALITY AND FACILIT
KINGFA,KINGFA IN Equity,KINGFA SCIENCE & TECHNOLOGY
KECL,KECL IN Equity,KIRLOSKAR ELECTRIC CO LTD
KITPLYIND,KIT IN Equity,KITPLY INDUSTRIES LTD
KKVAPOW,KKVAPOW IN Equity,KKV AGRO POWERS LTD
KMSUGAR,KMSM IN Equity,KM SUGAR MILLS LTD
KOLTEPATIL,KPDL IN Equity,KOLTE-PATIL DEVELOPERS LTD
KOTAKNIFTY,KONIFTY IN Equity,KOTAK NIFTY 50
KOTARISUG,KTSG IN Equity,KOTHARI SUGARS & CHEMICALS
KPRMILL,KPR IN Equity,KPR MILL LTD
KREBSBIO,KBC IN Equity,KREBS BIOCHEMICALS & INDUSTR
KRISHANA,KRISHANA IN Equity,KRISHANA PHOSCHEM LTD
KRITIKA,KRITIKA IN Equity,KRITIKA WIRES LTD
KSHITIJPOL,KSHITIJ IN Equity,KSHITIJ POLYLINE LTD
LGBBROSLTD,LGBB IN Equity,L.G. BALAKRISHNAN & BROS LTD
LAGNAM,LAGNAM IN Equity,LAGNAM SPINTEX LTD
LAKSHMIEFL,LKEF IN Equity,LAKSHMI ENERGY & FOODS LTD
LFIC,LKFIN IN Equity,LAKSHMI FINANCE & INDUSTRIAL
LAKPRE,LKPS IN Equity,LAKSHMI PRECISION SCREWS
LAMBODHARA,LTEX IN Equity,LAMBODHARA TEXTILE LTD
LITL,LANCI IN Equity,LANCO INFRATECH LTD
LPDC,LPROP IN Equity,LANDMARK PROPERTY DEV CO LTD
LATTEYS,LATTEYS IN Equity,LATTEYS INDUSTRIES LTD
LAXMICOT,LAXMI IN Equity,LAXMI COTSPIN LTD
LCCINFOTEC,ARHF IN Equity,LCC INFOTECH LTD
LEXUS,LEXUS IN Equity,LEXUS GRANITO INDIA LTD
LIBAS,LIBAS IN Equity,LIBAS DESIGNS LTD
LML,LML IN Equity,LML LTD
LOTUSEYE,LOTEYE IN Equity,LOTUS EYE HOSPITAL AND INSTI
MKPL,MKPL IN Equity,M K PROTEINS LTD
MMFL,MMFG IN Equity,M.M. FORGINGS LTD
MRO,MROL IN Equity,M.R. ORGANISATION LTD
MACPOWER,MACPOWER IN Equity,MACPOWER CNC MACHINES LTD
MCL,MACL IN Equity,MADHAV COPPER LTD
MADHAV,MGR IN Equity,MADHAV GRANITE & REALTY LTD
MBAPL,MBAP IN Equity,MADHYA BHARAT AGRO PRODUCTS
MPTODAY,MPTODAY IN Equity,MADHYA PRADESH TODAY MEDIA L
MAHAPEXLTD,MHAC IN Equity,MAHA RASHTRA APEX CORP
MAHASTEEL,MSIN IN Equity,MAHAMAYA STEEL INDUSTRIES
MTNL,MTNL IN Equity,MAHANAGAR TELEPHONE NIGAM
MAHICKRA,MAHICKRA IN Equity,MAHICKRA CHEMICALS LTD
M&MFIN,MMFS IN Equity,MAHINDRA & MAHINDRA FIN SECS
MHRIL,MHRL IN Equity,MAHINDRA HOLIDAYS & RESORTS
MAHLIFE,MLIFE IN Equity,MAHINDRA LIFESPACE DEVELOPER
MANAKALUCO,MAALM IN Equity,MANAKSIA ALUMINIUM CO LTD
MANAKCOAT,MACOM IN Equity,MANAKSIA COATED METALS & IND
MANAV,MANAV IN Equity,MANAV INFRA PROJECTS LTD
TMRVL,TMRVL IN Equity,MANDHANA RETAIL VENTURES LTD
MANGALAM,MDOL IN Equity,MANGALAM DRUGS AND ORGANICS
MANGCHEFER,MCF IN Equity,MANGALORE CHEMICALS & FERT
MRPL,MRPL IN Equity,MANGALORE REFINERY & PETRO
MARINE,MARINE IN Equity,MARINE ELECTRICALS INDIA LTD
MARSHALL,MARSHALL IN Equity,MARSHALL MACHINES LTD
MDL,MARDL IN Equity,MARVEL DECOR LTD
MAXINDIA,MAXI IN Equity,MAX INDIA LTD-NEW SPUN OFF
MAXVIL,MVIL IN Equity,MAX VENTURES &INDUSTRIES LTD
MBECL,MCNA IN Equity,MCNALLY BHARAT ENGINEERING
MELSTAR,MIT IN Equity,MELSTAR INFORMATION TECH LTD
MEP,MIDL IN Equity,MEP INFRASTRUCTURE DVLPRS LT
METKORE,MAIL IN Equity,METKORE ALLOYS&INDUSTRIES LT
MMNL,MMNL IN Equity,MIG MEDIA NEURONS LTD
MILTON,MILTON IN Equity,MILTON INDUSTRIES LTD
MINDACORP,MDA IN Equity,MINDA CORP LTD
MINDPOOL,MINDPOOL IN Equity,MINDPOOL TECHNOLOGIES LTD
MITCON,MCES IN Equity,MITCON CONSULTANCY & ENGINEE
MITTAL,MITTAL IN Equity,MITTAL LIFE STYLE LTD
MMP,MMP IN Equity,MMP INDUSTRIES LTD
MHHL,MOHHL IN Equity,MOHINI HEALTH & HYGIENE LTD
MOKSH,MOKSH IN Equity,MOKSH ORNAMENTS LTD
MOSERBAER,MBI IN Equity,MOSER BAER INDIA LTD
MOTILALOFS,MOFS IN Equity,MOTILAL OSWAL FINANCIAL SERV
M100,MOST100 IN Equity,MOTILAL OSWAL MIDCAP 100
M50,MOSTM50 IN Equity,MOTILAL OSWAL MOST SHARES 50
N100,MOSTNDX IN Equity,MOTILAL OSWAL MOST-NASDA-100
MOTOGENFIN,MGF IN Equity,MOTOR & GENERAL FINANCE LTD
MCX,MCX IN Equity,MULTI COMMODITY EXCH INDIA
MURUDCERA,MCER IN Equity,MURUDESHWAR CERAMICS LTD.
NRAIL,NRA IN Equity,N.R. AGARWAL INDUSTRIES LTD
NAGAFERT,NAGARFER IN Equity,NAGARJUNA FERTILIZERS & CHEM
NAGREEKCAP,NCIL IN Equity,NAGREEKA CAPITAL & INFRASTRU
NAHARCAP,NCFS IN Equity,NAHAR CAPITAL AND FIN SVCS
NAHARINDUS,OWF IN Equity,NAHAR INDUSTRIAL ENTERPRISES
NAKODA,NTI IN Equity,NAKODA LTD
NANDANI,NANDANI IN Equity,NANDANI CREATION LTD
NH,NARH IN Equity,NARAYANA HRUDAYALAYA LTD
NARMADA,NARMADA IN Equity,NARMADA AGROBASE LTD
NATHBIOGEN,NBGL IN Equity,NATH BIO-GENES INDIA LTD
NATIONALUM,NACL IN Equity,NATIONAL ALUMINIUM CO LTD
NATNLSTEEL,NTSI IN Equity,NATIONAL STEEL & AGRO INDUST
NAVINFLUOR,NFIL IN Equity,NAVIN FLUORINE INTERNATIONAL
NAVKARCORP,NACO IN Equity,NAVKAR CORP LTD
NBCC,NBCC IN Equity,NBCC INDIA LTD
NBIFIN,NBI IN Equity,NBI INDUSTRIAL FINANCE CO LT
NETWORK18,NETM IN Equity,NETWORK 18 MEDIA & INVTS LTD
NIACL,NIACL IN Equity,NEW INDIA ASSURANCE CO LTD/T
NEWGEN,NEWGEN IN Equity,NEWGEN SOFTWARE TECHNOLOGIES
NICCO,NICC IN Equity,NICCO CORP LTD
NILAINFRA,NLHI IN Equity,NILA INFRASTRUCTURE LTD
NITINFIRE,NFPI IN Equity,NITIN FIRE PROTECTION INDS
NITIRAJ,NITIRAJ IN Equity,NITIRAJ ENGINEERS LTD
NIVINFRA,NITS IN Equity,NIVYAH INFRASTRUCTURE & TELE
NOESISIND,NOEI IN Equity,NOESIS INDUSTRIES LTD
NOIDATOLL,NTB IN Equity,NOIDA TOLL BRIDGE CO LTD
NORBTEAEXP,NTX IN Equity,NORBEN TEA & EXPORTS
NECCLTD,NECCLT IN Equity,NORTH EASTERN CARRYING CORP
NRBBEARING,NRBBR IN Equity,NRB BEARINGS LTD
NUTEK,NTKL IN Equity,NU TEK INDIA LTD
ONGC,ONGC IN Equity,OIL & NATURAL GAS CORP LTD
OMFURN,OMFURN IN Equity,OMFURN INDIA LTD
OMKARCHEM,OSCL IN Equity,OMKAR SPECIALITY CHEMICALS L
OPAL,OPAL IN Equity,OPAL LUXURY TIME PRODUCTS LT
OPTOCIRCUI,OPTC IN Equity,OPTO CIRCUITS INDIA LTD
OFSS,OFSS IN Equity,ORACLE FINANCIAL SERVICES
GREENPOWER,OGPL IN Equity,ORIENT GREEN POWER CO LTD
ORIENTPPR,OPI IN Equity,ORIENT PAPER & INDUSTRIES
OCCL,OTCC IN Equity,ORIENTAL CARBON & CHEMICALS
ORISSAMINE,OMDC IN Equity,ORISSA MINERALS DEVELOPMENT
OSIAHYPER,OSIAHYPE IN Equity,OSIA HYPER RETAIL LTD
PANACHE,PDIGI IN Equity,PANACHE DIGILIFE LTD
PANORAMUNI,PRU IN Equity,PANORAMIC UNIVERSAL LTD
PANSARI,PNDL IN Equity,PANSARI DEVELOPERS LTD
PAR,PARDC IN Equity,PAR DRUGS AND CHEMICALS LTD
PARACABLES,PRMC IN Equity,PARAMOUNT COMMUNICATION LTD
PARASPETRO,PRPT IN Equity,PARAS PETROFILS LTD
PDPL,PDI IN Equity,PARENTERAL DRUGS INDIA LTD
PARIN,PARIN IN Equity,PARIN FURNITURE LTD
PASHUPATI,PASHCL IN Equity,PASHUPATI COTSPIN LTD
PATINTLOG,PTIL IN Equity,PATEL INTERGRATED LOGISTICS
PBAINFRA,PBAI IN Equity,PBA INFRASTRUCTURE LTD
PDSMFL,PMFL IN Equity,PDS MULTINATIONAL FASHIONS L
PENPEBS,PEBS IN Equity,PENNAR ENGINEERED BUILDING S
PENTAGOLD,PENTA IN Equity,PENTA GOLD LTD
PERFECT,PERI IN Equity,PERFECT INFRAENGINEERS LTD
PKTEA,PKTP IN Equity,PERIA KARAMALAI TEA & PRODUC
PETRONENGG,PTEC IN Equity,PETRON ENGINEERING CONST LTD
PHOENIXLTD,PHNX IN Equity,PHOENIX MILLS LTD
